variant,gene,type,level of evidence,chemicals,phenotypes,Entry,Entry name,Protein names,Gene names,Protein families,Gene names  (primary ),rsID,gnomAD_AF,consequence,SequenceNumber,naa,oaa
rs1799971,OPRM1,Dosage,3,sufentanil,"Pain,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,tramadol,"Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,morphine,"Pain,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,cocaine,Cocaine-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,nicotine,Tobacco Use Disorder,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,"Dosage,Other",4,nicotine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,4,"Drugs used in nicotine dependence,nicotine",Tobacco Use Disorder,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,sufentanil,"adverse events,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,4,naltrexone,"Alcoholism,hypersexuality state,Tobacco Use Disorder",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,"cannabinoids,cocaine,ethanol,nicotine,opioids",Substance-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,4,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Metabolism/PK,4,morphine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs12209447,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs12209447,0.029,"['regulatory', 'intron']",,,
rs3798676,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3798676,0.029,intron,,,
rs553202,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs553202,0.279,intron,,,
rs553202,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs553202,0.279,intron,,,
rs7748401,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs7748401,0.067,intron,,,
rs495491,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs495491,0.341,intron,,,
rs495491,OPRM1,Toxicity,3,cocaine,Cocaine-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs495491,0.341,intron,,,
rs495491,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs495491,0.341,intron,,,
rs495491,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs495491,0.341,intron,,,
rs495491,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs495491,0.341,intron,,,
rs10457090,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10457090,0.0492796,intron,,,
rs10457090,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10457090,0.0492796,intron,,,
rs589046,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs589046,0.34,"['regulatory', 'intron']",,,
rs589046,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs589046,0.34,"['regulatory', 'intron']",,,
rs3778152,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778152,0.046,intron,,,
rs563649,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs563649,0.099,intron,,,
rs2075572,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2075572,0.464,intron_variant,,,
rs2075572,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2075572,0.464,intron_variant,,,
rs2075572,OPRM1,Toxicity,3,methamphetamine,methamphetamine dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2075572,0.464,intron_variant,,,
rs2075572,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2075572,0.464,intron_variant,,,
rs2075572,OPRM1,Toxicity,3,methadone,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2075572,0.464,intron_variant,,,
rs62638690,OPRM1,Toxicity,3,"cocaine,heroin","Cocaine-Related Disorders,Heroin Dependence",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs62638690,0.006,missense,285.0,F,C
rs1799972,OPRM1,Toxicity,3,"cocaine,ethanol,nicotine",Substance-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799972,0.0633053,missense,99.0,D,A
rs1799972,OPRM1,Toxicity,4,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799972,0.0633053,missense,99.0,D,A
rs3192723,OPRM1,Efficacy,3,methadone,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3192723,0.213,missense,214.0,I,V
rs511435,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs511435,0.211,intron_variant,,,
rs511435,OPRM1,Toxicity,3,"heroin,opioids","Heroin Dependence,Opioid-Related Disorders",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs511435,0.211,intron_variant,,,
rs524731,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs524731,0.19,intron,,,
rs524731,OPRM1,Toxicity,3,cocaine,Cocaine-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs524731,0.19,intron,,,
rs524731,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs524731,0.19,intron,,,
rs524731,OPRM1,Toxicity,3,"heroin,opioids","Heroin Dependence,Opioid-Related Disorders",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs524731,0.19,intron,,,
rs3823010,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3823010,0.145,intron,,,
rs3823010,OPRM1,Toxicity,3,cocaine,Cocaine-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3823010,0.145,intron,,,
rs3823010,OPRM1,Toxicity,3,"heroin,opioids","Heroin Dependence,Opioid-Related Disorders",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3823010,0.145,intron,,,
rs1381376,OPRM1,,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1381376,3.19142e-05,intron_variant,,,
rs3778156,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778156,0.168,intron,,,
rs3778156,OPRM1,,3,cocaine,Cocaine-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778156,0.168,intron,,,
rs3778156,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778156,0.168,intron,,,
rs609148,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs609148,0.21,intron,,,
rs548646,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs548646,0.363,intron_variant,,,
rs548646,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs548646,0.363,intron_variant,,,
rs648893,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs648893,0.182,intron,,,
rs648007,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs648007,0.364,intron_variant,,,
rs3778148,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778148,0.142,intron,,,
rs1461773,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1461773,0.152,intron,,,
rs681243,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs681243,0.356,intron,,,
rs671531,OPRM1,Efficacy,3,highly active antiretroviral therapy (haart),HIV Infections,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs671531,0.340368,3_prime_UTR_variant,,,
rs2236256,OPRM1,Toxicity,3,cocaine,Cocaine-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2236256,0.4709489999999999,"['regulatory', 'downstream', 'intron']",,,
rs3778150,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778150,0.17,intron,,,
rs3778150,OPRM1,Efficacy,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778150,0.17,intron,,,
rs3778150,OPRM1,Dosage,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778150,0.17,intron,,,
rs562859,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs562859,0.341,intron_variant,,,
rs10485057,OPRM1,Toxicity,3,nicotine,Tobacco Use Disorder,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10485057,0.11,intron,,,
rs10485057,OPRM1,Dosage,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10485057,0.11,intron,,,
rs10485057,OPRM1,Dosage,3,nicotine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10485057,0.11,intron,,,
rs10485057,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10485057,0.11,intron,,,
rs3778151,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs3778151,0.201,intron,,,
rs540825,OPRM1,Toxicity,3,fentanyl,Vomiting,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs540825,0.1836569999999999,intron_variant,,,
rs9397685,OPRM1,Toxicity,3,fentanyl,"Nausea,Pain, Postoperative,Vomiting",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs9397685,0.007,intron_variant,,,
rs1323040,OPRM1,Dosage,3,sufentanil,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1323040,0.0,genic_upstream_transcript_variant,,,
rs558025,OPRM1,Dosage,3,methadone,"Heroin Dependence,Opioid-Related Disorders",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs558025,0.198,downstream,,,
rs10485058,OPRM1,Efficacy,3,methadone,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs10485058,0.118,intron,,,
rs79910351,OPRM1,Efficacy,3,fentanyl,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs79910351,0.001,missense,274.0,C,R
rs79910351,OPRM1,Efficacy,3,remifentanil,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs79910351,0.001,missense,274.0,C,R
rs1800544,ADRA2A,Other,3,dexmedetomidine,,P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),ADRA2A ADRA2R ADRAR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",ADRA2A,rs1800544,0.407,upstream_transcript_variant,,,
rs1800544,ADRA2A,Efficacy,3,milnacipran,Depressive Disorder,P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),ADRA2A ADRA2R ADRAR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",ADRA2A,rs1800544,0.407,upstream_transcript_variant,,,
rs1800544,ADRA2A,Efficacy,3,Selective serotonin reuptake inhibitors,"Depressive Disorder, Major",P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),ADRA2A ADRA2R ADRAR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",ADRA2A,rs1800544,0.407,upstream_transcript_variant,,,
rs1800544,ADRA2A,Efficacy,4,methylphenidate,Attention Deficit Disorder with Hyperactivity,P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),ADRA2A ADRA2R ADRAR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",ADRA2A,rs1800544,0.407,upstream_transcript_variant,,,
rs1800545,ADRA2A,Efficacy,3,atenolol,"Hypertrophy, Left Ventricular",P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),ADRA2A ADRA2R ADRAR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",ADRA2A,rs1800545,0.157,"['regulatory', '5_prime_UTR']",,,
