pdb_code,protein,family,species,preferred_chain,resolution,publication_date,type,state,distance,publication,ligands,signalling_protein
5XJM,agtr2_human,001_002_001_002,Homo sapiens,A,3.2,2018-07-11,X-ray diffraction,Active,7.86,https://dx.doi.org/10.1038/S41594-018-0079-8,"[{'name': '(Sar1,Ile8)-Angiontensin II', 'type': 'peptide', 'function': 'Agonist'}]",
6O3C,smo_mouse,006_001_001_011,Mus musculus,A,2.8,2019-07-03,X-ray diffraction,Active,5.06,https://dx.doi.org/10.1038/S41586-019-1355-4,"[{'name': 'SAG21k', 'type': 'small molecule', 'function': 'Agonist'}]",
6TOS,ox1r_human,001_002_023_001,Homo sapiens,B,2.13,2020-01-15,X-ray diffraction,Inactive,-0.96,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'GSK1059865', 'type': 'small molecule', 'function': 'Antagonist'}]",
6RZ7,cltr2_human,001_004_002_004,Homo sapiens,A,2.43,2019-12-11,X-ray diffraction,Intermediate,4.91,https://dx.doi.org/10.1038/S41467-019-13348-2,"[{'name': 'ONO-2570366 (C2221 space group)', 'type': 'small molecule', 'function': 'Antagonist'}]",
6DS0,5ht2b_human,001_001_001_007,Homo sapiens,A,3.19,2018-08-29,X-ray diffraction,Intermediate,3.21,https://dx.doi.org/10.1038/S41594-018-0116-7,"[{'name': 'LY266097', 'type': 'small molecule', 'function': 'Antagonist'}]",
5WF5,aa2ar_human,001_006_001_002,Homo sapiens,A,2.6,2018-02-21,X-ray diffraction,Active,5.91,https://dx.doi.org/10.1016/J.STR.2017.12.013,"[{'name': 'UK-432097', 'type': 'small molecule', 'function': 'Agonist'}]",
5EN0,opsd_bovin,001_009_001_001,Bos taurus,A,2.81,2016-08-10,X-ray diffraction,Active,8.4,https://dx.doi.org/10.15252/EMBR.201642671,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
6QNO,opsd_bovin,001_009_001_001,Bos taurus,R,4.38,2019-07-10,Electron microscopy,Active,9.23,https://dx.doi.org/10.7554/ELIFE.46041,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg1_bovin', 'chain': 'G'}}}"
3OE0,cxcr4_human,001_003_002_014,Homo sapiens,A,2.9,2010-10-27,X-ray diffraction,Inactive,-1.45,https://dx.doi.org/10.1126/SCIENCE.1194396,"[{'name': 'CVX15', 'type': 'peptide', 'function': 'Antagonist'}]",
7CX4,pe2r2_human,001_004_008_004,Homo sapiens,R,2.9,2021-05-05,Electron microscopy,Active,7.22,https://dx.doi.org/10.1126/SCIADV.ABF1268,"[{'name': 'Evatanepag', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7L0R,ntr1_rat,001_002_021_001,Rattus norvegicus,C,4.2,2021-01-06,Electron microscopy,Active,4.5,,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg1_human', 'chain': 'G'}}}"
5UZ7,calcr_human,002_001_001_001,Homo sapiens,R,4.1,2017-05-03,Electron microscopy,Active,7.8,https://dx.doi.org/10.1038/NATURE22327,[],"{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6TP4,ox1r_human,001_002_023_001,Homo sapiens,A,3.01,2020-01-01,X-ray diffraction,Inactive,-1.05,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'ACT-462206', 'type': 'small molecule', 'function': 'Antagonist'}]",
4O9R,smo_human,006_001_001_011,Homo sapiens,A,3.2,2014-03-05,X-ray diffraction,Inactive,-2.77,https://dx.doi.org/10.1038/NCOMMS4309,"[{'name': 'Cyclopamine', 'type': 'small molecule', 'function': 'Antagonist'}]",
5IU7,aa2ar_human,001_006_001_002,Homo sapiens,A,1.9,2016-06-29,X-ray diffraction,Inactive,-0.68,https://dx.doi.org/10.1021/ACS.JMEDCHEM.6B00653,"[{'name': '2-(Furan-2-yl)-5-N-[2-(4-phenylpiperidin-1-yl)ethyl]-1H-[1,2,4]triazolo[1,5-a][1,3,5]triazin-8-ium-5,7-diamine', 'type': 'small molecule', 'function': 'Antagonist'}]",
7JVR,drd2_human,001_001_004_002,Homo sapiens,R,2.8,2021-02-24,Electron microscopy,Active,7.4,https://dx.doi.org/10.1016/J.CELL.2021.01.027,"[{'name': 'Bromocriptine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6MET,ccr5_human,001_003_002_005,Homo sapiens,B,4.5,2018-12-12,Electron microscopy,Inactive,0.7,https://dx.doi.org/10.1038/S41586-018-0804-9,"[{'name': 'Envelope glycoprotein gp160', 'type': 'protein', 'function': 'Antagonist'}]",
7DHI,adrb2_human,001_001_003_008,Homo sapiens,R,3.26,2020-12-16,Electron microscopy,Active,9.05,https://dx.doi.org/10.1093/NSR/NWAA284,"[{'name': 'Salbutamol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
4BEY,opsd_bovin,001_009_001_001,Bos taurus,A,2.9,2013-05-08,X-ray diffraction,Active,8.38,https://dx.doi.org/10.1038/EMBOR.2013.44,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]",
4BEZ,opsd_bovin,001_009_001_001,Bos taurus,A,3.3,2013-04-24,X-ray diffraction,Active,8.33,https://dx.doi.org/10.1038/EMBOR.2013.44,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]",
6ORV,glp1r_human,002_001_003_003,Homo sapiens,E,3.0,2020-01-08,Electron microscopy,Active,7.55,https://dx.doi.org/10.1038/s41586-019-1902-z,"[{'name': 'TT-OAD2', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
4RWA,oprd_human,001_002_022_001,Homo sapiens,A,3.28,2015-01-14,X-ray diffraction,Inactive,-1.2,https://dx.doi.org/10.1038/NSMB.2965,"[{'name': 'DIPP-NH2', 'type': 'peptide', 'function': 'Antagonist'}]",
2PED,opsd_bovin,001_009_001_001,Bos taurus,B,2.95,2007-10-30,X-ray diffraction,Inactive,0.24,https://dx.doi.org/10.1529/BIOPHYSJ.107.108225,"[{'name': 'Retinal (9-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
1L9H,opsd_bovin,001_009_001_001,Bos taurus,A,2.6,2002-05-15,X-ray diffraction,Inactive,-0.45,https://dx.doi.org/10.1073/PNAS.082666399,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
3AYM,opsd_todpa,001_009_001_001,Todarodes pacificus,B,2.8,2011-08-17,X-ray diffraction,Inactive,-0.22,https://dx.doi.org/10.1016/J.JMB.2011.08.044,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
4WW3,opsd_todpa,001_009_001_001,Todarodes pacificus,A,2.8,2015-06-17,X-ray diffraction,Inactive,0.1,https://dx.doi.org/10.1371/JOURNAL.PONE.0126970,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
6LML,glr_human,002_001_003_005,Homo sapiens,R,3.9,2020-04-01,Electron microscopy,Active,5.84,https://dx.doi.org/10.1126/SCIENCE.AAZ5346,"[{'name': 'glucagon', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6PS2,adrb2_human,001_001_003_008,Homo sapiens,A,2.4,2019-11-13,X-ray diffraction,Inactive,-1.23,https://dx.doi.org/10.1107/S2052252519013137,"[{'name': '(S)-Alprenolol', 'type': 'small molecule', 'function': 'Antagonist'}]",
7DHR,adrb2_human,001_001_003_008,Homo sapiens,R,3.8,2020-12-16,Electron microscopy,Active,9.05,https://dx.doi.org/10.1093/NSR/NWAA284,"[{'name': 'Isoprenaline', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
7DD6,casr_human,004_001_001_001,Homo sapiens,B,3.2,2021-06-16,Electron microscopy,Active,3.84,https://dx.doi.org/10.1126/SCIADV.ABG1483,"[{'name': 'Calcium ion', 'type': 'ion', 'function': 'Agonist'}, {'name': 'Tryptophan', 'type': 'amino acid', 'function': 'PAM'}]",
7MTA,opsd_bovin,001_009_001_001,Bos taurus,R,4.1,2021-07-07,Electron microscopy,Active,10.33,https://dx.doi.org/10.1038/S41586-021-03721-X,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
5TZR,ffar1_human,001_004_001_001,Homo sapiens,A,2.2,2017-06-07,X-ray diffraction,Intermediate,3.69,https://dx.doi.org/10.1038/NSMB.3417,"[{'name': 'MK-8666', 'type': 'small molecule', 'function': 'Agonist'}]",
6BQH,5ht2c_human,001_001_001_008,Homo sapiens,A,2.7,2018-02-14,X-ray diffraction,Inactive,0.08,https://dx.doi.org/10.1016/J.CELL.2018.01.001,"[{'name': 'Ritanserin', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6I9K,b1b1u5_9arac,001_009_001_001,Hasarius adansoni,A,2.15,2019-07-03,X-ray diffraction,Inactive,-0.27,https://dx.doi.org/10.1073/PNAS.1902192116,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5TE5,opsd_bovin,001_009_001_001,Bos taurus,A,4.01,2017-03-15,X-ray diffraction,Inactive,-0.47,https://dx.doi.org/10.1073/PNAS.1617446114,"[{'name': '10,20-Methanoretinal', 'type': 'small molecule', 'function': 'Agonist'}]",
6TP3,ox1r_human,001_002_023_001,Homo sapiens,A,3.04,2020-01-01,X-ray diffraction,Inactive,-1.05,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'Nemorexant', 'type': 'small molecule', 'function': 'Antagonist'}]",
6KUW,ada2c_human,001_001_003_006,Homo sapiens,A,2.8,2019-12-04,X-ray diffraction,Inactive,-1.28,,"[{'name': '(8Ar,12aS,13aR)-12-ethylsulfonyl-3-methoxy-5,6,8,8a,9,10,11,12a,13,13a-decahydroisoquinolino[2,1-g][1,6]naphthyridine', 'type': 'small molecule', 'function': 'Antagonist'}]",
3ODU,cxcr4_human,001_003_002_014,Homo sapiens,A,2.5,2010-10-27,X-ray diffraction,Inactive,-1.34,https://dx.doi.org/10.1126/SCIENCE.1194396,"[{'name': 'IT1t', 'type': 'small molecule', 'function': 'Antagonist'}]",
6D26,pd2r2_human,001_004_008_002,Homo sapiens,A,2.8,2018-10-03,X-ray diffraction,Inactive,-1.4,https://dx.doi.org/10.1016/J.MOLCEL.2018.08.009,"[{'name': 'Fevipiprant', 'type': 'small molecule', 'function': 'Antagonist'}]",
6LPK,aa2ar_human,001_006_001_002,Homo sapiens,A,1.8,2020-11-25,X-ray diffraction,Inactive,-0.57,https://dx.doi.org/10.1038/S41598-020-76277-X,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
7M3F,casr_human,004_001_001_001,Homo sapiens,B,2.8,2021-06-30,Electron microscopy,Active,11.15,https://dx.doi.org/10.1038/S41586-021-03691-0,"[{'name': 'Calcium ion', 'type': 'ion', 'function': 'Agonist'}, {'name': 'Cinacalcet', 'type': 'small molecule', 'function': 'PAM'}, {'name': 'Tryptophan', 'type': 'amino acid', 'function': 'PAM'}]",
4YAY,agtr1_human,001_002_001_001,Homo sapiens,A,2.9,2015-04-22,X-ray diffraction,Inactive,-1.1,https://dx.doi.org/10.1016/J.CELL.2015.04.011,"[{'name': 'ZD7155', 'type': 'small molecule', 'function': 'Antagonist'}]",
5ZBQ,npy1r_human,001_002_020_001,Homo sapiens,A,2.7,2018-04-25,X-ray diffraction,Inactive,-1.31,https://dx.doi.org/10.1038/S41586-018-0046-X,"[{'name': 'UR-MK299', 'type': 'small molecule', 'function': 'Antagonist'}]",
6IBB,sucr1_rat,001_008_003_001,Rattus norvegicus,A,2.12,2019-08-14,X-ray diffraction,Intermediate,8.61,https://dx.doi.org/10.1038/S41586-019-1663-8,[],
6W2Y,gabr1_human,004_002_001_002,Homo sapiens,B,3.2,2020-07-01,Electron microscopy,Inactive,1.49,https://dx.doi.org/10.1038/S41586-020-2469-4,"[{'name': '1-Stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine', 'type': 'small molecule', 'function': 'NAM'}, {'name': 'CGP55845', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
7M3G,casr_human,004_001_001_001,Homo sapiens,A,2.5,2021-06-30,Electron microscopy,Active,10.04,https://dx.doi.org/10.1038/S41586-021-03691-0,"[{'name': 'Calcium ion', 'type': 'ion', 'function': 'Agonist'}, {'name': 'Evocalcet', 'type': 'small molecule', 'function': 'PAM'}, {'name': 'Tryptophan', 'type': 'amino acid', 'function': 'PAM'}]",
5DHH,oprx_human,001_002_022_004,Homo sapiens,A,3.0,2015-10-21,X-ray diffraction,Inactive,-1.11,https://dx.doi.org/10.1016/J.STR.2015.07.024,"[{'name': 'SB-612111', 'type': 'small molecule', 'function': 'Antagonist'}]",
5IU4,aa2ar_human,001_006_001_002,Homo sapiens,A,1.72,2016-06-29,X-ray diffraction,Inactive,-0.76,https://dx.doi.org/10.1021/ACS.JMEDCHEM.6B00653,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
5K2C,aa2ar_human,001_006_001_002,Homo sapiens,A,1.9,2016-09-21,X-ray diffraction,Inactive,-0.67,https://dx.doi.org/10.1126/SCIADV.1600292,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
6C1R,c5ar1_human,001_002_006_002,Homo sapiens,B,2.2,2018-05-30,X-ray diffraction,Inactive,-1.37,https://dx.doi.org/10.1038/S41594-018-0067-Z,"[{'name': 'PMX53', 'type': 'peptide', 'function': 'Antagonist'}, {'name': 'Avacopan', 'type': 'small molecule', 'function': 'NAM'}]",
6NIY,calcr_human,002_001_001_001,Homo sapiens,R,3.34,2019-01-23,Electron microscopy,Active,7.8,https://dx.doi.org/10.1021/ACSPTSCI.8B00056,"[{'name': 'calcitonin', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6WHC,glr_human,002_001_003_005,Homo sapiens,R,3.4,2020-05-27,Electron microscopy,Active,6.35,https://dx.doi.org/10.1074/JBC.RA120.013793,"[{'name': 'Dual-agonist peptide P15', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
5XSZ,q08bg4_danre,001_004_003_006,Danio rerio,A,3.2,2017-08-16,X-ray diffraction,Intermediate,9.96,https://dx.doi.org/10.1038/NATURE23448,[],
6PB1,crfr2_human,002_001_002_002,Homo sapiens,P,2.8,2020-02-12,Electron microscopy,Active,6.06,https://dx.doi.org/10.1016/J.MOLCEL.2020.01.013,"[{'name': 'Urocortin', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7E2Z,5ht1a_human,001_001_001_001,Homo sapiens,R,3.1,2021-04-14,Electron microscopy,Active,9.28,https://dx.doi.org/10.1038/S41586-021-03376-8,"[{'name': 'Aripiprazole', 'type': 'small molecule', 'function': 'Agonist (partial)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6MXT,adrb2_human,001_001_003_008,Homo sapiens,A,2.96,2018-11-14,X-ray diffraction,Active,8.22,https://dx.doi.org/10.1038/S41589-018-0145-X,"[{'name': 'Salmeterol', 'type': 'small molecule', 'function': 'Agonist'}]",
7EVM,glp1r_human,002_001_003_003,Homo sapiens,R,2.5,2021-08-11,Electron microscopy,Active,6.88,https://dx.doi.org/10.1038/S41467-021-24058-Z,"[{'name': 'N-Tert-butyl-6,7-dichloroquinoxalin-2-amine', 'type': 'small molecule', 'function': 'Ago-PAM'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
6M1H,pacr_human,002_001_005_001,Homo sapiens,A,3.6,2020-03-11,Electron microscopy,Active,6.96,https://dx.doi.org/10.1038/S41422-020-0280-2,"[{'name': 'Maxadilan', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'F'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'E'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'D'}}}"
6KPF,cnr2_human,001_004_005_002,Homo sapiens,R,2.9,2020-02-12,Electron microscopy,Active,7.95,https://dx.doi.org/10.1016/J.CELL.2020.01.008,"[{'name': '(6Ar,9R,10aR)-9-(hydroxymethyl)-3-(8-isothiocyanato-2-methyloctan-2-yl)-6,6-dimethyl-6a,7,8,9,10,10a-hexahydrobenzo[c]chromen-1-ol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6B73,oprk_human,001_002_022_002,Homo sapiens,A,3.1,2018-01-17,X-ray diffraction,Active,9.71,https://dx.doi.org/10.1016/J.CELL.2017.12.011,"[{'name': 'MP1104', 'type': 'small molecule', 'function': 'Agonist'}]",
7DUR,glp1r_human,002_001_003_003,Homo sapiens,R,3.3,2021-08-11,Electron microscopy,Active,7.64,https://dx.doi.org/10.1038/S41467-021-24058-Z,"[{'name': 'N-Tert-butyl-6,7-dichloroquinoxalin-2-amine', 'type': 'small molecule', 'function': 'Ago-PAM'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
6NI3,adrb2_human,001_001_003_008,Homo sapiens,R,3.8,2019-11-20,Electron microscopy,Active,9.97,https://dx.doi.org/10.1038/S41594-019-0330-Y,"[{'name': 'BI-167107', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7C2E,glp1r_human,002_001_003_003,Homo sapiens,R,4.2,2020-08-26,Electron microscopy,Active,5.8,https://dx.doi.org/10.1038/S41422-020-0384-8,"[{'name': '2-[[4-[6-[(4-cyano-2-fluoranyl-phenyl)methoxy]pyridin-2-yl]-3,6-dihydro-2~{H}-pyridin-1-yl]methyl]-3-[[(2~{S})-oxetan-2-yl]methyl]imidazo[4,5-b]pyridine-5-carboxylic acid', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6VCB,glp1r_human,002_001_003_003,Homo sapiens,R,3.3,2020-07-22,Electron microscopy,Active,6.89,https://dx.doi.org/10.1038/S41589-020-0589-7,"[{'name': 'GLP-1', 'type': 'peptide', 'function': 'Agonist'}, {'name': 'LSN3160440', 'type': 'small molecule', 'function': 'PAM'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
4XEE,ntr1_rat,001_002_021_001,Rattus norvegicus,A,2.9,2015-07-29,X-ray diffraction,Active,6.49,https://dx.doi.org/10.1038/NCOMMS8895,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]",
6LI0,gpr52_human,001_011_001_025,Homo sapiens,A,2.2,2020-02-26,X-ray diffraction,Intermediate,-0.82,https://dx.doi.org/10.1038/S41586-020-2019-0,"[{'name': 'c17', 'type': 'small molecule', 'function': 'Agonist'}]",
6OIJ,acm1_human,001_001_002_001,Homo sapiens,R,3.3,2019-05-08,Electron microscopy,Active,9.48,https://dx.doi.org/10.1126/SCIENCE.AAW5188,"[{'name': 'Iperoxo', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gna11_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6IQL,drd4_mouse,001_001_004_004,Mus musculus,A,3.5,2019-12-04,X-ray diffraction,Inactive,2.21,https://dx.doi.org/10.7554/ELIFE.48822,"[{'name': 'L745870', 'type': 'small molecule', 'function': 'Antagonist'}]",
7DTT,casr_human,004_001_001_001,Homo sapiens,A,3.8,2021-03-10,Electron microscopy,Inactive,4.04,https://dx.doi.org/10.1038/S41422-021-00474-0,"[{'name': 'Calcium ion', 'type': 'ion', 'function': 'Agonist'}]",
6PT3,oprd_human,001_002_022_001,Homo sapiens,A,3.3,2019-12-11,X-ray diffraction,Active,6.1,https://dx.doi.org/10.1126/SCIADV.AAX9115,"[{'name': 'DPI-287', 'type': 'small molecule', 'function': 'Agonist'}]",
4EA3,oprx_human,001_002_022_004,Homo sapiens,A,3.01,2012-04-25,X-ray diffraction,Inactive,-1.21,https://dx.doi.org/10.1038/NATURE11085,"[{'name': 'C-24', 'type': 'small molecule', 'function': 'Antagonist'}]",
3P0G,adrb2_human,001_001_003_008,Homo sapiens,A,3.5,2011-01-19,X-ray diffraction,Active,9.03,https://dx.doi.org/10.1038/NATURE09648,"[{'name': 'BI-167107', 'type': 'small molecule', 'function': 'Agonist'}]",
3C9L,opsd_bovin,001_009_001_001,Bos taurus,A,2.65,2008-08-05,X-ray diffraction,Inactive,0.09,https://dx.doi.org/10.1107/S0907444908017162,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6PWC,ntr1_human,001_002_021_001,Homo sapiens,R,4.9,2019-12-04,Electron microscopy,Active,8.19,https://dx.doi.org/10.1038/S41422-019-0256-2,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'Arrestin', 'data': {'entity1': {'entry_name': 'arrb1_human', 'chain': 'A'}}}"
2YCX,adrb1_melga,001_001_003_007,Meleagris gallopavo,A,3.25,2011-06-01,X-ray diffraction,Inactive,-1.64,https://dx.doi.org/10.1073/PNAS.1100185108,"[{'name': '(S)-Cyanopindolol', 'type': 'small molecule', 'function': 'Antagonist'}]",
3OAX,opsd_bovin,001_009_001_001,Bos taurus,A,2.6,2011-01-19,X-ray diffraction,Inactive,0.02,https://dx.doi.org/10.1016/J.BPJ.2010.08.003,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
2HPY,opsd_bovin,001_009_001_001,Bos taurus,B,2.8,2006-08-22,X-ray diffraction,Inactive,0.33,https://dx.doi.org/10.1073/PNAS.0601765103,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
3EML,aa2ar_human,001_006_001_002,Homo sapiens,A,2.6,2008-10-14,X-ray diffraction,Inactive,-1.16,https://dx.doi.org/10.1126/SCIENCE.1164772,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
6DRX,5ht2b_human,001_001_001_007,Homo sapiens,A,3.1,2018-08-29,X-ray diffraction,Intermediate,2.67,https://dx.doi.org/10.1038/S41594-018-0116-7,"[{'name': 'Lisuride', 'type': 'small molecule', 'function': 'Antagonist'}]",
2I37,opsd_bovin,001_009_001_001,Bos taurus,A,4.15,2006-10-17,X-ray diffraction,Inactive,-1.63,https://dx.doi.org/10.1073/PNAS.0608022103,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]",
2R4S,adrb2_human,001_001_003_008,Homo sapiens,A,3.4,2007-11-06,X-ray diffraction,Inactive,-2.89,https://dx.doi.org/10.1038/NATURE06325,[],
5EE7,glr_human,002_001_003_005,Homo sapiens,A,2.5,2016-04-20,X-ray diffraction,Inactive,-4.8,https://dx.doi.org/10.1038/NATURE17414,"[{'name': 'MK-0893', 'type': 'small molecule', 'function': 'NAM'}, {'name': 'Octaethylene glycol monoethyl ether', 'type': 'small molecule', 'function': 'Antagonist'}]",
4PXF,opsd_bovin,001_009_001_001,Bos taurus,A,2.75,2014-09-17,X-ray diffraction,Active,8.58,https://dx.doi.org/10.1038/NCOMMS5801,"[{'name': 'B-Octylglucoside', 'type': 'small molecule', 'function': 'unknown'}]","{'type': 'Arrestin', 'data': {'entity1': {'entry_name': 'arrs_mouse', 'chain': 'B'}}}"
6QZH,ccr7_human,001_003_002_007,Homo sapiens,A,2.1,2019-09-04,X-ray diffraction,Inactive,-0.49,https://dx.doi.org/10.1016/J.CELL.2019.07.028,"[{'name': 'SCHEMBL13407377', 'type': 'small molecule', 'function': 'Allosteric antagonist'}]",
